"","p_d_node","p_state","d_state","change","p_pp","d_pp","dpp>ppp"
"597","1395_296",0,0,0,1,1,0
"598","1393_297",0,0,0,0.994,1,1
"599","1390_298",0,0,0,0.934,1,1
"600","1388_299",0,0,0,0.948,1,1
"601","1381_300",0,0,0,0.934,1,1
"602","1380_1396",0,0,0,0.934,0.94,1
"603","1396_1397",0,0,0,0.94,0.934,0
"604","1397_1398",0,0,0,0.934,0.942,1
"605","1398_301",0,0,0,0.942,1,1
"606","1398_302",0,0,0,0.942,1,1
"607","1397_303",0,0,0,0.934,1,1
"608","1396_1399",0,0,0,0.94,0.934,0
"609","1399_1400",0,0,0,0.934,0.946,1
"610","1400_304",0,0,0,0.946,1,1
"611","1400_1401",0,0,0,0.946,0.962,1
"612","1401_1402",0,0,0,0.962,0.966,1
"613","1402_305",0,0,0,0.966,1,1
"614","1402_306",0,0,0,0.966,1,1
"615","1401_307",0,0,0,0.962,1,1
"616","1399_1403",0,0,0,0.934,0.946,1
"617","1403_1404",0,0,0,0.946,0.956,1
"618","1404_1405",0,0,0,0.956,0.96,1
"619","1405_308",0,0,0,0.96,1,1
"620","1405_309",0,0,0,0.96,1,1
"621","1404_1406",0,0,0,0.956,0.954,0
"622","1406_310",0,0,0,0.954,1,1
"623","1406_1407",0,0,0,0.954,0.97,1
"624","1407_311",0,0,0,0.97,1,1
"625","1407_312",0,0,0,0.97,1,1
"626","1403_1408",0,0,0,0.946,0.944,0
"627","1408_313",0,0,0,0.944,1,1
"628","1408_314",0,0,0,0.944,1,1
"629","1359_1409",0,0,0,0.924,0.934,1
"630","1409_1410",0,0,0,0.934,0.93,0
"631","1410_1411",0,0,0,0.93,0.938,1
"632","1411_315",0,0,0,0.938,1,1
"633","1411_1412",0,0,0,0.938,0.982,1
"634","1412_316",0,0,0,0.982,1,1
"635","1412_1413",0,0,0,0.982,0.996,1
"636","1413_317",0,0,0,0.996,1,1
"637","1413_318",0,0,0,0.996,1,1
"638","1410_1414",0,0,0,0.93,0.932,1
"639","1414_1415",0,0,0,0.932,0.938,1
"640","1415_1416",0,0,0,0.938,0.952,1
"641","1416_319",0,0,0,0.952,1,1
"642","1416_320",0,0,0,0.952,1,1
"643","1415_321",0,0,0,0.938,1,1
"644","1414_1417",0,0,0,0.932,0.932,0
"645","1417_1418",0,0,0,0.932,0.902,0
"646","1418_322",0,0,0,0.902,1,1
"647","1418_1419",0,0,0,0.902,0.934,1
"648","1419_1420",0,0,0,0.934,0.978,1
"649","1420_323",0,0,0,0.978,1,1
"650","1420_324",0,0,0,0.978,1,1
"651","1419_1421",0,0,0,0.934,0.984,1
"652","1421_325",0,0,0,0.984,1,1
"653","1421_326",0,0,0,0.984,1,1
"654","1417_327",0,0,0,0.932,1,1
"655","1409_1422",0,0,0,0.934,0.942,1
"656","1422_1423",0,0,0,0.942,0.92,0
"657","1423_1424",0,0,0,0.92,0.93,1
"658","1424_1425",0,0,0,0.93,0.942,1
"659","1425_328",0,0,0,0.942,1,1
"660","1425_1426",0,0,0,0.942,0.964,1
"661","1426_329",0,0,0,0.964,1,1
"662","1426_330",0,0,0,0.964,1,1
"663","1424_331",0,0,0,0.93,1,1
"664","1423_1427",0,0,0,0.92,0.91,0
"665","1427_1428",0,0,0,0.91,0.916,1
"666","1428_332",0,0,0,0.916,1,1
"667","1428_333",0,0,0,0.916,1,1
"668","1427_334",0,0,0,0.91,1,1
"669","1422_1429",0,0,0,0.942,0.932,0
"670","1429_1430",0,0,0,0.932,0.922,0
"671","1430_1431",0,0,0,0.922,0.926,1
"672","1431_1432",0,0,0,0.926,0.904,0
"673","1432_335",0,0,0,0.904,1,1
"674","1432_1433",0,0,0,0.904,0.938,1
"675","1433_1434",0,0,0,0.938,0.952,1
"676","1434_336",0,0,0,0.952,1,1
"677","1434_337",0,0,0,0.952,1,1
"678","1433_1435",0,0,0,0.938,0.924,0
"679","1435_338",0,0,0,0.924,1,1
"680","1435_339",0,0,0,0.924,1,1
"681","1431_1436",0,0,0,0.926,0.936,1
"682","1436_340",0,0,0,0.936,1,1
"683","1436_1437",0,0,0,0.936,0.92,0
"684","1437_1438",0,0,0,0.92,0.924,1
"685","1438_1439",0,0,0,0.924,0.93,1
"686","1439_1440",0,0,0,0.93,0.914,0
"687","1440_1441",0,0,0,0.914,0.942,1
"688","1441_1442",0,0,0,0.942,0.952,1
"689","1442_1443",0,0,0,0.952,0.936,0
"690","1443_1444",0,0,0,0.936,0.94,1
"691","1444_1445",0,0,0,0.94,0.93,0
"692","1445_341",0,0,0,0.93,1,1
"693","1445_1446",0,0,0,0.93,0.924,0
"694","1446_1447",0,0,0,0.924,0.922,0
"695","1447_1448",0,0,0,0.922,0.976,1
"696","1448_342",0,0,0,0.976,1,1
"697","1448_343",0,0,0,0.976,1,1
"698","1447_1449",0,0,0,0.922,0.942,1
"699","1449_1450",0,0,0,0.942,0.97,1
"700","1450_1451",0,0,0,0.97,0.982,1
"701","1451_344",0,0,0,0.982,1,1
"702","1451_345",0,0,0,0.982,1,1
"703","1450_1452",0,0,0,0.97,0.978,1
"704","1452_346",0,0,0,0.978,1,1
"705","1452_1453",0,0,0,0.978,0.984,1
"706","1453_347",0,0,0,0.984,1,1
"707","1453_1454",0,0,0,0.984,0.998,1
"708","1454_348",0,0,0,0.998,1,1
"709","1454_349",0,0,0,0.998,1,1
"710","1449_1455",0,0,0,0.942,1,1
"711","1455_350",0,0,0,1,1,0
"712","1455_351",0,0,0,1,1,0
"713","1446_1456",0,0,0,0.924,0.938,1
"714","1456_352",0,0,0,0.938,1,1
"715","1456_353",0,0,0,0.938,1,1
"716","1444_1457",0,0,0,0.94,0.932,0
"717","1457_354",0,0,0,0.932,1,1
"718","1457_1458",0,0,0,0.932,0.93,0
"719","1458_1459",0,0,0,0.93,0.924,0
"720","1459_355",0,0,0,0.924,1,1
"721","1459_356",0,0,0,0.924,1,1
"722","1458_1460",0,0,0,0.93,0.94,1
"723","1460_1461",0,0,0,0.94,0.952,1
"724","1461_357",0,0,0,0.952,1,1
"725","1461_358",0,0,0,0.952,1,1
"726","1460_1462",0,0,0,0.94,0.95,1
"727","1462_359",0,0,0,0.95,1,1
"728","1462_360",0,0,0,0.95,1,1
"729","1443_1463",0,0,0,0.936,0.938,1
"730","1463_1464",0,0,0,0.938,0.94,1
"731","1464_361",0,0,0,0.94,1,1
"732","1464_1465",0,0,0,0.94,0.952,1
"733","1465_362",0,0,0,0.952,1,1
"734","1465_1466",0,0,0,0.952,0.962,1
"735","1466_363",0,0,0,0.962,1,1
"736","1466_364",0,0,0,0.962,1,1
"737","1463_1467",0,0,0,0.938,0.924,0
"738","1467_1468",0,0,0,0.924,0.926,1
"739","1468_365",0,0,0,0.926,1,1
"740","1468_1469",0,0,0,0.926,0.946,1
"741","1469_1470",0,0,0,0.946,0.98,1
"742","1470_1471",0,0,0,0.98,0.98,0
"743","1471_366",0,0,0,0.98,1,1
"744","1471_1472",0,0,0,0.98,0.99,1
"745","1472_367",0,0,0,0.99,1,1
"746","1472_368",0,0,0,0.99,1,1
"747","1470_369",0,0,0,0.98,1,1
"748","1469_370",0,0,0,0.946,1,1
"749","1467_1473",0,0,0,0.924,0.934,1
"750","1473_1474",0,0,0,0.934,0.936,1
"751","1474_371",0,0,0,0.936,1,1
"752","1474_1475",0,0,0,0.936,0.972,1
"753","1475_372",0,0,0,0.972,1,1
"754","1475_373",0,0,0,0.972,1,1
"755","1473_374",0,0,0,0.934,1,1
"756","1442_375",0,0,0,0.952,1,1
"757","1441_1476",0,0,0,0.942,0.922,0
"758","1476_376",0,0,0,0.922,1,1
"759","1476_377",0,0,0,0.922,1,1
"760","1440_1477",0,0,0,0.914,0.92,1
"761","1477_378",0,0,0,0.92,1,1
"762","1477_1478",0,0,0,0.92,0.914,0
"763","1478_1479",0,0,0,0.914,0.924,1
"764","1479_379",0,0,0,0.924,1,1
"765","1479_1480",0,0,0,0.924,0.998,1
"766","1480_380",0,0,0,0.998,1,1
"767","1480_381",0,0,0,0.998,1,1
"768","1478_382",0,0,0,0.914,1,1
"769","1439_1481",0,0,0,0.93,0.914,0
"770","1481_383",0,1,1,0.914,1,1
"771","1481_1482",0,0,0,0.914,0.936,1
"772","1482_384",0,0,0,0.936,1,1
"773","1482_1483",0,0,0,0.936,0.944,1
"774","1483_385",0,0,0,0.944,1,1
"775","1483_1484",0,0,0,0.944,0.99,1
"776","1484_386",0,0,0,0.99,1,1
"777","1484_1485",0,0,0,0.99,0.978,0
"778","1485_1486",0,0,0,0.978,0.952,0
"779","1486_1487",0,0,0,0.952,0.974,1
"780","1487_387",0,0,0,0.974,1,1
"781","1487_388",0,0,0,0.974,1,1
"782","1486_389",0,0,0,0.952,1,1
"783","1485_1488",0,0,0,0.978,0.978,0
"784","1488_390",0,0,0,0.978,1,1
"785","1488_391",0,0,0,0.978,1,1
"786","1438_1489",0,0,0,0.924,0.914,0
"787","1489_1490",0,0,0,0.914,0.924,1
"788","1490_1491",0,0,0,0.924,0.926,1
"789","1491_1492",0,0,0,0.926,0.942,1
"790","1492_1493",0,0,0,0.942,0.934,0
"791","1493_392",0,0,0,0.934,1,1
"792","1493_1494",0,0,0,0.934,0.914,0
"793","1494_1495",0,0,0,0.914,0.936,1
"794","1495_1496",0,0,0,0.936,0.942,1
"795","1496_393",0,0,0,0.942,1,1
"796","1496_1497",0,0,0,0.942,0.954,1
"797","1497_1498",0,0,0,0.954,0.96,1
"798","1498_394",0,0,0,0.96,1,1
"799","1498_1499",0,0,0,0.96,0.962,1
"800","1499_395",0,0,0,0.962,1,1
"801","1499_396",0,0,0,0.962,1,1
"802","1497_397",0,0,0,0.954,1,1
"803","1495_1500",0,0,0,0.936,0.922,0
"804","1500_398",0,1,1,0.922,1,1
"805","1500_1501",0,0,0,0.922,0.938,1
"806","1501_1502",0,0,0,0.938,0.976,1
"807","1502_1503",0,0,0,0.976,0.996,1
"808","1503_399",0,0,0,0.996,1,1
"809","1503_1504",0,0,0,0.996,1,1
"810","1504_400",0,0,0,1,1,0
"811","1504_401",0,0,0,1,1,0
"812","1502_1505",0,0,0,0.976,1,1
"813","1505_402",0,0,0,1,1,0
"814","1505_403",0,0,0,1,1,0
"815","1501_1506",0,0,0,0.938,0.968,1
"816","1506_404",0,0,0,0.968,1,1
"817","1506_405",0,0,0,0.968,1,1
"818","1494_1507",0,0,0,0.914,0.924,1
"819","1507_406",0,0,0,0.924,1,1
"820","1507_1508",0,0,0,0.924,0.92,0
"821","1508_1509",0,0,0,0.92,0.896,0
"822","1509_1510",0,0,0,0.896,0.602,0
"823","1510_407",0,1,1,0.602,1,1
"824","1510_408",0,0,0,0.602,1,1
"825","1509_1511",0,0,0,0.896,0.958,1
"826","1511_409",0,0,0,0.958,1,1
"827","1511_1512",0,0,0,0.958,0.962,1
"828","1512_410",0,0,0,0.962,1,1
"829","1512_1513",0,0,0,0.962,0.998,1
"830","1513_411",0,0,0,0.998,1,1
"831","1513_412",0,0,0,0.998,1,1
"832","1508_1514",0,0,0,0.92,0.92,0
"833","1514_1515",0,0,0,0.92,0.914,0
"834","1515_413",0,0,0,0.914,1,1
"835","1515_1516",0,0,0,0.914,0.942,1
"836","1516_414",0,0,0,0.942,1,1
"837","1516_415",0,0,0,0.942,1,1
"838","1514_1517",0,0,0,0.92,0.944,1
"839","1517_1518",0,0,0,0.944,0.966,1
"840","1518_1519",0,0,0,0.966,0.978,1
"841","1519_1520",0,0,0,0.978,0.984,1
"842","1520_1521",0,0,0,0.984,0.958,0
"843","1521_416",0,0,0,0.958,1,1
"844","1521_417",0,0,0,0.958,1,1
"845","1520_1522",0,0,0,0.984,0.982,0
"846","1522_1523",0,0,0,0.982,0.982,0
"847","1523_418",0,0,0,0.982,1,1
"848","1523_419",0,0,0,0.982,1,1
"849","1522_420",0,0,0,0.982,1,1
"850","1519_421",0,0,0,0.978,1,1
"851","1518_1524",0,0,0,0.966,0.96,0
"852","1524_422",0,0,0,0.96,1,1
"853","1524_1525",0,0,0,0.96,0.982,1
"854","1525_1526",0,0,0,0.982,0.97,0
"855","1526_423",0,0,0,0.97,1,1
"856","1526_424",0,0,0,0.97,1,1
"857","1525_1527",0,0,0,0.982,0.986,1
"858","1527_425",0,0,0,0.986,1,1
"859","1527_1528",0,0,0,0.986,0.988,1
"860","1528_1529",0,0,0,0.988,1,1
"861","1529_426",0,0,0,1,1,0
"862","1529_1530",0,0,0,1,1,0
"863","1530_427",0,0,0,1,1,0
"864","1530_1531",0,0,0,1,1,0
"865","1531_1532",0,0,0,1,1,0
"866","1532_428",0,0,0,1,1,0
"867","1532_429",0,0,0,1,1,0
"868","1531_1533",0,0,0,1,0.998,0
"869","1533_430",0,0,0,0.998,1,1
"870","1533_431",0,0,0,0.998,1,1
"871","1528_432",0,0,0,0.988,1,1
"872","1517_433",0,0,0,0.944,1,1
"873","1492_1534",0,0,0,0.942,0.936,0
"874","1534_434",0,0,0,0.936,1,1
"875","1534_1535",0,0,0,0.936,0.942,1
"876","1535_435",0,0,0,0.942,1,1
"877","1535_1536",0,0,0,0.942,0.936,0
"878","1536_436",0,0,0,0.936,1,1
"879","1536_1537",0,0,0,0.936,1,1
"880","1537_1538",0,0,0,1,1,0
"881","1538_437",0,0,0,1,1,0
"882","1538_438",0,0,0,1,1,0
"883","1537_439",0,0,0,1,1,0
"884","1491_440",0,0,0,0.926,1,1
"885","1490_441",0,0,0,0.924,1,1
"886","1489_1539",0,0,0,0.914,0.938,1
"887","1539_442",0,0,0,0.938,1,1
"888","1539_1540",0,0,0,0.938,0.918,0
"889","1540_443",0,0,0,0.918,1,1
"890","1540_1541",0,0,0,0.918,0.894,0
"891","1541_1542",0,0,0,0.894,0.726,0
"892","1542_444",0,1,1,0.726,1,1
"893","1542_445",0,0,0,0.726,1,1
"894","1541_1543",0,0,0,0.894,0.928,1
"895","1543_446",0,0,0,0.928,1,1
"896","1543_447",0,0,0,0.928,1,1
"897","1437_1544",0,0,0,0.92,0.926,1
"898","1544_1545",0,0,0,0.926,0.944,1
"899","1545_448",0,0,0,0.944,1,1
"900","1545_449",0,0,0,0.944,1,1
"901","1544_1546",0,0,0,0.926,0.952,1
"902","1546_450",0,0,0,0.952,1,1
"903","1546_451",0,0,0,0.952,1,1
"904","1430_452",0,0,0,0.922,1,1
"905","1429_1547",0,0,0,0.932,0.946,1
"906","1547_453",0,0,0,0.946,1,1
"907","1547_454",0,0,0,0.946,1,1
"908","1358_1548",0,0,0,0.938,0.944,1
"909","1548_1549",0,0,0,0.944,0.948,1
"910","1549_1550",0,0,0,0.948,0.924,0
"911","1550_1551",0,0,0,0.924,0.916,0
"912","1551_1552",0,0,0,0.916,0.95,1
"913","1552_455",0,0,0,0.95,1,1
"914","1552_1553",0,0,0,0.95,0.926,0
"915","1553_456",0,0,0,0.926,1,1
"916","1553_457",0,0,0,0.926,1,1
"917","1551_1554",0,0,0,0.916,0.946,1
"918","1554_458",0,0,0,0.946,1,1
"919","1554_459",0,0,0,0.946,1,1
"920","1550_1555",0,0,0,0.924,0.918,0
"921","1555_1556",0,0,0,0.918,0.942,1
"922","1556_1557",0,0,0,0.942,0.96,1
"923","1557_460",0,0,0,0.96,1,1
"924","1557_1558",0,0,0,0.96,0.932,0
"925","1558_461",0,0,0,0.932,1,1
"926","1558_462",0,0,0,0.932,1,1
"927","1556_1559",0,0,0,0.942,0.93,0
"928","1559_1560",0,0,0,0.93,0.978,1
"929","1560_463",0,0,0,0.978,1,1
"930","1560_1561",0,0,0,0.978,1,1
"931","1561_464",0,0,0,1,1,0
"932","1561_465",0,0,0,1,1,0
"933","1559_1562",0,0,0,0.93,0.946,1
"934","1562_1563",0,0,0,0.946,0.952,1
"935","1563_466",0,0,0,0.952,1,1
"936","1563_467",0,0,0,0.952,1,1
"937","1562_1564",0,0,0,0.946,0.99,1
"938","1564_1565",0,0,0,0.99,0.996,1
"939","1565_468",0,0,0,0.996,1,1
"940","1565_469",0,0,0,0.996,1,1
"941","1564_1566",0,0,0,0.99,0.99,0
"942","1566_470",0,0,0,0.99,1,1
"943","1566_471",0,0,0,0.99,1,1
"944","1555_1567",0,0,0,0.918,0.912,0
"945","1567_1568",0,0,0,0.912,0.948,1
"946","1568_472",0,0,0,0.948,1,1
"947","1568_1569",0,0,0,0.948,0.952,1
"948","1569_473",0,0,0,0.952,1,1
"949","1569_474",0,0,0,0.952,1,1
"950","1567_1570",0,0,0,0.912,0.904,0
"951","1570_475",0,0,0,0.904,1,1
"952","1570_476",0,0,0,0.904,1,1
"953","1549_1571",0,0,0,0.948,0.95,1
"954","1571_1572",0,0,0,0.95,0.928,0
"955","1572_1573",0,0,0,0.928,0.914,0
"956","1573_1574",0,0,0,0.914,0.928,1
"957","1574_1575",0,0,0,0.928,0.976,1
"958","1575_477",0,0,0,0.976,1,1
"959","1575_1576",0,0,0,0.976,0.988,1
"960","1576_478",0,0,0,0.988,1,1
"961","1576_1577",0,0,0,0.988,0.992,1
"962","1577_479",0,0,0,0.992,1,1
"963","1577_480",0,0,0,0.992,1,1
"964","1574_1578",0,0,0,0.928,0.922,0
"965","1578_1579",0,0,0,0.922,0.946,1
"966","1579_1580",0,0,0,0.946,0.96,1
"967","1580_481",0,0,0,0.96,1,1
"968","1580_482",0,0,0,0.96,1,1
"969","1579_1581",0,0,0,0.946,0.99,1
"970","1581_1582",0,0,0,0.99,0.994,1
"971","1582_483",0,0,0,0.994,1,1
"972","1582_484",0,0,0,0.994,1,1
"973","1581_485",0,0,0,0.99,1,1
"974","1578_1583",0,0,0,0.922,0.944,1
"975","1583_1584",0,0,0,0.944,0.934,0
"976","1584_1585",0,0,0,0.934,0.962,1
"977","1585_486",0,0,0,0.962,1,1
"978","1585_487",0,0,0,0.962,1,1
"979","1584_488",0,0,0,0.934,1,1
"980","1583_1586",0,0,0,0.944,0.946,1
"981","1586_1587",0,0,0,0.946,0.912,0
"982","1587_1588",0,0,0,0.912,0.932,1
"983","1588_489",0,0,0,0.932,1,1
"984","1588_490",0,0,0,0.932,1,1
"985","1587_1589",0,0,0,0.912,0.934,1
"986","1589_1590",0,0,0,0.934,0.976,1
"987","1590_491",0,0,0,0.976,1,1
"988","1590_492",0,0,0,0.976,1,1
"989","1589_1591",0,0,0,0.934,0.924,0
"990","1591_493",0,0,0,0.924,1,1
"991","1591_494",0,0,0,0.924,1,1
"992","1586_1592",0,0,0,0.946,0.916,0
"993","1592_1593",0,0,0,0.916,0.93,1
"994","1593_495",0,0,0,0.93,1,1
"995","1593_1594",0,0,0,0.93,0.932,1
"996","1594_496",0,0,0,0.932,1,1
"997","1594_497",0,0,0,0.932,1,1
"998","1592_498",0,0,0,0.916,1,1
"999","1573_1595",0,0,0,0.914,0.944,1
"1000","1595_499",0,0,0,0.944,1,1
"1001","1595_1596",0,0,0,0.944,0.932,0
"1002","1596_500",0,0,0,0.932,1,1
"1003","1596_1597",0,0,0,0.932,0.984,1
"1004","1597_1598",0,0,0,0.984,1,1
"1005","1598_501",0,0,0,1,1,0
"1006","1598_502",0,0,0,1,1,0
"1007","1597_503",0,0,0,0.984,1,1
"1008","1572_504",0,0,0,0.928,1,1
"1009","1571_1599",0,0,0,0.95,0.958,1
"1010","1599_505",0,0,0,0.958,1,1
"1011","1599_1600",0,0,0,0.958,0.928,0
"1012","1600_1601",0,0,0,0.928,0.926,0
"1013","1601_506",0,0,0,0.926,1,1
"1014","1601_1602",0,0,0,0.926,0.932,1
"1015","1602_1603",0,0,0,0.932,0.934,1
"1016","1603_507",0,0,0,0.934,1,1
"1017","1603_508",0,0,0,0.934,1,1
"1018","1602_1604",0,0,0,0.932,0.932,0
"1019","1604_1605",0,0,0,0.932,0.962,1
"1020","1605_509",0,0,0,0.962,1,1
"1021","1605_510",0,0,0,0.962,1,1
"1022","1604_1606",0,0,0,0.932,0.938,1
"1023","1606_1607",0,0,0,0.938,0.954,1
"1024","1607_511",0,0,0,0.954,1,1
"1025","1607_512",0,0,0,0.954,1,1
"1026","1606_1608",0,0,0,0.938,0.94,1
"1027","1608_1609",0,0,0,0.94,0.97,1
"1028","1609_513",0,0,0,0.97,1,1
"1029","1609_514",0,0,0,0.97,1,1
"1030","1608_1610",0,0,0,0.94,0.942,1
"1031","1610_515",0,0,0,0.942,1,1
"1032","1610_516",0,0,0,0.942,1,1
"1033","1600_1611",0,0,0,0.928,0.944,1
"1034","1611_1612",0,0,0,0.944,0.93,0
"1035","1612_1613",0,0,0,0.93,0.932,1
"1036","1613_1614",0,0,0,0.932,0.932,0
"1037","1614_1615",0,0,0,0.932,0.932,0
"1038","1615_517",0,0,0,0.932,1,1
"1039","1615_518",0,0,0,0.932,1,1
"1040","1614_1616",0,0,0,0.932,0.932,0
"1041","1616_1617",0,0,0,0.932,0.926,0
"1042","1617_1618",0,0,0,0.926,0.936,1
"1043","1618_519",0,0,0,0.936,1,1
"1044","1618_520",0,0,0,0.936,1,1
"1045","1617_521",0,0,0,0.926,1,1
"1046","1616_1619",0,0,0,0.932,0.928,0
"1047","1619_522",0,0,0,0.928,1,1
"1048","1619_1620",0,0,0,0.928,0.916,0
"1049","1620_523",0,0,0,0.916,1,1
"1050","1620_524",0,0,0,0.916,1,1
"1051","1613_1621",0,0,0,0.932,0.926,0
"1052","1621_525",0,0,0,0.926,1,1
"1053","1621_1622",0,0,0,0.926,0.924,0
"1054","1622_526",0,0,0,0.924,1,1
"1055","1622_527",0,0,0,0.924,1,1
"1056","1612_1623",0,0,0,0.93,0.922,0
"1057","1623_1624",0,0,0,0.922,0.914,0
"1058","1624_1625",0,0,0,0.914,0.932,1
"1059","1625_528",0,0,0,0.932,1,1
"1060","1625_1626",0,0,0,0.932,0.93,0
"1061","1626_529",0,0,0,0.93,1,1
"1062","1626_530",0,0,0,0.93,1,1
"1063","1624_1627",0,0,0,0.914,0.93,1
"1064","1627_1628",0,0,0,0.93,0.936,1
"1065","1628_1629",0,0,0,0.936,0.934,0
"1066","1629_1630",0,0,0,0.934,0.928,0
"1067","1630_531",0,0,0,0.928,1,1
"1068","1630_1631",0,0,0,0.928,0.93,1
"1069","1631_1632",0,0,0,0.93,0.924,0
"1070","1632_1633",0,0,0,0.924,0.92,0
"1071","1633_532",0,0,0,0.92,1,1
"1072","1633_1634",0,0,0,0.92,0.932,1
"1073","1634_533",0,0,0,0.932,1,1
"1074","1634_534",0,0,0,0.932,1,1
"1075","1632_1635",0,0,0,0.924,0.95,1
"1076","1635_535",0,0,0,0.95,1,1
"1077","1635_536",0,0,0,0.95,1,1
"1078","1631_1636",0,0,0,0.93,0.938,1
"1079","1636_1637",0,0,0,0.938,0.954,1
"1080","1637_1638",0,0,0,0.954,0.95,0
"1081","1638_1639",0,0,0,0.95,0.95,0
"1082","1639_537",0,0,0,0.95,1,1
"1083","1639_538",0,0,0,0.95,1,1
"1084","1638_1640",0,0,0,0.95,0.966,1
"1085","1640_1641",0,0,0,0.966,0.97,1
"1086","1641_539",0,0,0,0.97,1,1
"1087","1641_540",0,0,0,0.97,1,1
"1088","1640_541",0,0,0,0.966,1,1
"1089","1637_1642",0,0,0,0.954,0.926,0
"1090","1642_542",0,0,0,0.926,1,1
"1091","1642_1643",0,0,0,0.926,0.932,1
"1092","1643_543",0,0,0,0.932,1,1
"1093","1643_1644",0,0,0,0.932,0.932,0
"1094","1644_544",0,0,0,0.932,1,1
"1095","1644_545",0,0,0,0.932,1,1
"1096","1636_546",0,0,0,0.938,1,1
"1097","1629_547",0,0,0,0.934,1,1
"1098","1628_548",0,1,1,0.936,1,1
"1099","1627_1645",0,0,0,0.93,0.934,1
"1100","1645_549",0,0,0,0.934,1,1
"1101","1645_1646",0,0,0,0.934,0.942,1
"1102","1646_1647",0,0,0,0.942,0.916,0
"1103","1647_1648",0,0,0,0.916,0.948,1
"1104","1648_1649",0,0,0,0.948,0.958,1
"1105","1649_550",0,0,0,0.958,1,1
"1106","1649_551",0,0,0,0.958,1,1
"1107","1648_1650",0,0,0,0.948,0.934,0
"1108","1650_552",0,0,0,0.934,1,1
"1109","1650_553",0,0,0,0.934,1,1
