"","p_d_node","p_state","d_state","change","p_pp","d_pp","dpp>ppp"
"1360","1766_1774",0,0,0,0.812,0.816,1
"1361","1774_1775",0,0,0,0.816,0.828,1
"1362","1775_1776",0,0,0,0.828,0.902,1
"1363","1776_681",0,0,0,0.902,1,1
"1364","1776_1777",0,0,0,0.902,0.984,1
"1365","1777_682",0,0,0,0.984,1,1
"1366","1777_683",0,0,0,0.984,1,1
"1367","1775_1778",0,0,0,0.828,0.828,0
"1368","1778_1779",0,0,0,0.828,0.844,1
"1369","1779_1780",0,0,0,0.844,0.842,0
"1370","1780_1781",0,0,0,0.842,0.85,1
"1371","1781_684",0,0,0,0.85,1,1
"1372","1781_1782",0,0,0,0.85,0.85,0
"1373","1782_1783",0,0,0,0.85,0.98,1
"1374","1783_685",0,0,0,0.98,1,1
"1375","1783_686",0,0,0,0.98,1,1
"1376","1782_1784",0,0,0,0.85,0.892,1
"1377","1784_687",0,0,0,0.892,1,1
"1378","1784_1785",0,0,0,0.892,0.998,1
"1379","1785_688",0,0,0,0.998,1,1
"1380","1785_689",0,0,0,0.998,1,1
"1381","1780_1786",0,0,0,0.842,0.858,1
"1382","1786_1787",0,0,0,0.858,0.846,0
"1383","1787_1788",0,0,0,0.846,0.818,0
"1384","1788_1789",0,0,0,0.818,0.798,0
"1385","1789_690",0,1,1,0.798,1,1
"1386","1789_1790",0,0,0,0.798,0.88,1
"1387","1790_1791",0,0,0,0.88,0.904,1
"1388","1791_1792",0,0,0,0.904,0.918,1
"1389","1792_691",0,0,0,0.918,1,1
"1390","1792_1793",0,0,0,0.918,0.982,1
"1391","1793_1794",0,0,0,0.982,0.998,1
"1392","1794_1795",0,0,0,0.998,1,1
"1393","1795_692",0,0,0,1,1,0
"1394","1795_1796",0,0,0,1,1,0
"1395","1796_693",0,0,0,1,1,0
"1396","1796_694",0,0,0,1,1,0
"1397","1794_1797",0,0,0,0.998,1,1
"1398","1797_1798",0,0,0,1,0.996,0
"1399","1798_695",0,0,0,0.996,1,1
"1400","1798_696",0,0,0,0.996,1,1
"1401","1797_697",0,0,0,1,1,0
"1402","1793_1799",0,0,0,0.982,0.998,1
"1403","1799_1800",0,0,0,0.998,1,1
"1404","1800_698",0,0,0,1,1,0
"1405","1800_699",0,0,0,1,1,0
"1406","1799_1801",0,0,0,0.998,1,1
"1407","1801_700",0,0,0,1,1,0
"1408","1801_1802",0,0,0,1,1,0
"1409","1802_701",0,0,0,1,1,0
"1410","1802_702",0,0,0,1,1,0
"1411","1791_1803",0,0,0,0.904,0.91,1
"1412","1803_703",0,0,0,0.91,1,1
"1413","1803_1804",0,0,0,0.91,0.912,1
"1414","1804_1805",0,0,0,0.912,0.896,0
"1415","1805_1806",0,0,0,0.896,0.962,1
"1416","1806_1807",0,0,0,0.962,1,1
"1417","1807_704",0,0,0,1,1,0
"1418","1807_705",0,0,0,1,1,0
"1419","1806_1808",0,0,0,0.962,0.998,1
"1420","1808_1809",0,0,0,0.998,0.998,0
"1421","1809_706",0,0,0,0.998,1,1
"1422","1809_1810",0,0,0,0.998,0.998,0
"1423","1810_1811",0,0,0,0.998,0.998,0
"1424","1811_1812",0,0,0,0.998,0.998,0
"1425","1812_707",0,0,0,0.998,1,1
"1426","1812_1813",0,0,0,0.998,1,1
"1427","1813_708",0,0,0,1,1,0
"1428","1813_709",0,0,0,1,1,0
"1429","1811_710",0,0,0,0.998,1,1
"1430","1810_711",0,0,0,0.998,1,1
"1431","1808_1814",0,0,0,0.998,0.998,0
"1432","1814_712",0,0,0,0.998,1,1
"1433","1814_1815",0,0,0,0.998,0.992,0
"1434","1815_713",0,0,0,0.992,1,1
"1435","1815_1816",0,0,0,0.992,1,1
"1436","1816_714",0,0,0,1,1,0
"1437","1816_1817",0,0,0,1,1,0
"1438","1817_715",0,0,0,1,1,0
"1439","1817_716",0,0,0,1,1,0
"1440","1805_1818",0,0,0,0.896,0.824,0
"1441","1818_1819",0,0,0,0.824,0.954,1
"1442","1819_717",0,0,0,0.954,1,1
"1443","1819_1820",0,0,0,0.954,0.994,1
"1444","1820_1821",0,0,0,0.994,0.996,1
"1445","1821_1822",0,0,0,0.996,1,1
"1446","1822_718",0,0,0,1,1,0
"1447","1822_719",0,0,0,1,1,0
"1448","1821_1823",0,0,0,0.996,0.998,1
"1449","1823_1824",0,0,0,0.998,0.996,0
"1450","1824_1825",0,0,0,0.996,1,1
"1451","1825_720",0,0,0,1,1,0
"1452","1825_721",0,0,0,1,1,0
"1453","1824_722",0,0,0,0.996,1,1
"1454","1823_1826",0,0,0,0.998,0.998,0
"1455","1826_723",0,0,0,0.998,1,1
"1456","1826_724",0,0,0,0.998,1,1
"1457","1820_1827",0,0,0,0.994,0.994,0
"1458","1827_1828",0,0,0,0.994,0.992,0
"1459","1828_725",0,0,0,0.992,1,1
"1460","1828_726",0,0,0,0.992,1,1
"1461","1827_1829",0,0,0,0.994,0.982,0
"1462","1829_1830",0,0,0,0.982,0.856,0
"1463","1830_727",0,0,0,0.856,1,1
"1464","1830_1831",0,0,0,0.856,0.528,0
"1465","1831_728",0,0,0,0.528,1,1
"1466","1831_729",0,1,1,0.528,1,1
"1467","1829_730",0,0,0,0.982,1,1
"1468","1818_1832",0,0,0,0.824,0.704,0
"1469","1832_1833",0,0,0,0.704,0.696,0
"1470","1833_1834",0,0,0,0.696,0.618,0
"1471","1834_731",0,0,0,0.618,1,1
"1472","1834_732",0,1,1,0.618,1,1
"1473","1833_733",0,0,0,0.696,1,1
"1474","1832_1835",0,0,0,0.704,0.696,0
"1475","1835_1836",0,0,0,0.696,0.972,1
"1476","1836_734",0,0,0,0.972,1,1
"1477","1836_1837",0,0,0,0.972,0.994,1
"1478","1837_735",0,0,0,0.994,1,1
"1479","1837_736",0,0,0,0.994,1,1
"1480","1835_1838",0,0,0,0.696,0.626,0
"1481","1838_1839",0,0,0,0.626,0.59,0
"1482","1839_737",0,0,0,0.59,1,1
"1483","1839_1840",0,1,1,0.59,0.972,1
"1484","1840_738",1,0,1,0.972,1,1
"1485","1840_739",1,1,0,0.972,1,1
"1486","1838_1841",0,0,0,0.626,0.642,1
"1487","1841_1842",0,0,0,0.642,1,1
"1488","1842_740",0,0,0,1,1,0
"1489","1842_741",0,0,0,1,1,0
"1490","1841_1843",0,0,0,0.642,0.626,0
"1491","1843_1844",0,0,0,0.626,0.89,1
"1492","1844_1845",0,0,0,0.89,0.994,1
"1493","1845_742",0,0,0,0.994,1,1
"1494","1845_743",0,0,0,0.994,1,1
"1495","1844_1846",0,0,0,0.89,1,1
"1496","1846_1847",0,0,0,1,1,0
"1497","1847_744",0,0,0,1,1,0
"1498","1847_745",0,0,0,1,1,0
"1499","1846_746",0,0,0,1,1,0
"1500","1843_1848",0,0,0,0.626,0.526,0
"1501","1848_1849",0,1,1,0.526,0.904,1
"1502","1849_1850",1,1,0,0.904,0.994,1
"1503","1850_1851",1,1,0,0.994,1,1
"1504","1851_1852",1,1,0,1,1,0
"1505","1852_747",1,1,0,1,1,0
"1506","1852_748",1,1,0,1,1,0
"1507","1851_1853",1,1,0,1,0.998,0
"1508","1853_1854",1,1,0,0.998,1,1
"1509","1854_749",1,1,0,1,1,0
"1510","1854_750",1,1,0,1,1,0
"1511","1853_751",1,1,0,0.998,1,1
"1512","1850_1855",1,1,0,0.994,1,1
"1513","1855_752",1,1,0,1,1,0
"1514","1855_753",1,1,0,1,1,0
"1515","1849_1856",1,1,0,0.904,0.99,1
"1516","1856_754",1,1,0,0.99,1,1
"1517","1856_1857",1,1,0,0.99,1,1
"1518","1857_1858",1,1,0,1,1,0
"1519","1858_1859",1,1,0,1,1,0
"1520","1859_755",1,1,0,1,1,0
"1521","1859_756",1,1,0,1,1,0
"1522","1858_757",1,1,0,1,1,0
"1523","1857_1860",1,1,0,1,1,0
"1524","1860_1861",1,1,0,1,0.998,0
"1525","1861_758",1,1,0,0.998,1,1
"1526","1861_1862",1,1,0,0.998,1,1
"1527","1862_759",1,1,0,1,1,0
"1528","1862_760",1,1,0,1,1,0
"1529","1860_1863",1,1,0,1,1,0
"1530","1863_761",1,1,0,1,1,0
"1531","1863_1864",1,1,0,1,1,0
"1532","1864_1865",1,1,0,1,1,0
"1533","1865_762",1,1,0,1,1,0
"1534","1865_1866",1,1,0,1,1,0
"1535","1866_1867",1,1,0,1,1,0
"1536","1867_1868",1,1,0,1,1,0
"1537","1868_763",1,1,0,1,1,0
"1538","1868_764",1,1,0,1,1,0
"1539","1867_1869",1,1,0,1,1,0
"1540","1869_765",1,1,0,1,1,0
"1541","1869_1870",1,1,0,1,1,0
"1542","1870_1871",1,1,0,1,1,0
"1543","1871_766",1,1,0,1,1,0
"1544","1871_1872",1,1,0,1,1,0
"1545","1872_1873",1,1,0,1,1,0
"1546","1873_767",1,1,0,1,1,0
"1547","1873_1874",1,1,0,1,1,0
"1548","1874_768",1,1,0,1,1,0
"1549","1874_769",1,1,0,1,1,0
"1550","1872_1875",1,1,0,1,1,0
"1551","1875_770",1,1,0,1,1,0
"1552","1875_1876",1,1,0,1,1,0
"1553","1876_771",1,1,0,1,1,0
"1554","1876_772",1,1,0,1,1,0
"1555","1870_773",1,1,0,1,1,0
"1556","1866_774",1,1,0,1,1,0
"1557","1864_1877",1,1,0,1,1,0
"1558","1877_1878",1,1,0,1,1,0
"1559","1878_775",1,1,0,1,1,0
"1560","1878_1879",1,1,0,1,1,0
"1561","1879_776",1,1,0,1,1,0
"1562","1879_777",1,1,0,1,1,0
"1563","1877_778",1,1,0,1,1,0
"1564","1848_1880",0,0,0,0.526,0.946,1
"1565","1880_1881",0,0,0,0.946,0.942,0
"1566","1881_1882",0,0,0,0.942,0.936,0
"1567","1882_1883",0,0,0,0.936,0.918,0
"1568","1883_1884",0,0,0,0.918,0.948,1
"1569","1884_1885",0,0,0,0.948,0.946,0
"1570","1885_779",0,0,0,0.946,1,1
"1571","1885_780",0,0,0,0.946,1,1
"1572","1884_781",0,0,0,0.948,1,1
"1573","1883_1886",0,0,0,0.918,0.902,0
"1574","1886_1887",0,0,0,0.902,0.892,0
"1575","1887_1888",0,0,0,0.892,0.858,0
"1576","1888_782",0,0,0,0.858,1,1
"1577","1888_1889",0,0,0,0.858,0.856,0
"1578","1889_783",0,0,0,0.856,1,1
"1579","1889_784",0,0,0,0.856,1,1
"1580","1887_1890",0,0,0,0.892,0.946,1
"1581","1890_785",0,0,0,0.946,1,1
"1582","1890_1891",0,0,0,0.946,0.986,1
"1583","1891_1892",0,0,0,0.986,0.99,1
"1584","1892_786",0,0,0,0.99,1,1
"1585","1892_787",0,0,0,0.99,1,1
"1586","1891_788",0,0,0,0.986,1,1
"1587","1886_1893",0,0,0,0.902,0.87,0
"1588","1893_1894",0,0,0,0.87,0.88,1
"1589","1894_789",0,0,0,0.88,1,1
"1590","1894_790",0,0,0,0.88,1,1
"1591","1893_791",0,0,0,0.87,1,1
"1592","1882_792",0,0,0,0.936,1,1
"1593","1881_793",0,0,0,0.942,1,1
"1594","1880_794",0,0,0,0.946,1,1
"1595","1804_1895",0,0,0,0.912,0.93,1
"1596","1895_795",0,0,0,0.93,1,1
"1597","1895_1896",0,0,0,0.93,0.918,0
"1598","1896_796",0,0,0,0.918,1,1
"1599","1896_1897",0,0,0,0.918,0.92,1
"1600","1897_797",0,0,0,0.92,1,1
"1601","1897_1898",0,0,0,0.92,0.876,0
"1602","1898_798",0,1,1,0.876,1,1
"1603","1898_799",0,0,0,0.876,1,1
"1604","1790_1899",0,0,0,0.88,0.88,0
"1605","1899_800",0,1,1,0.88,1,1
"1606","1899_1900",0,0,0,0.88,0.902,1
"1607","1900_1901",0,0,0,0.902,0.934,1
"1608","1901_801",0,0,0,0.934,1,1
"1609","1901_1902",0,0,0,0.934,0.972,1
"1610","1902_1903",0,0,0,0.972,0.972,0
"1611","1903_802",0,0,0,0.972,1,1
"1612","1903_803",0,0,0,0.972,1,1
"1613","1902_804",0,0,0,0.972,1,1
"1614","1900_1904",0,0,0,0.902,0.878,0
"1615","1904_805",0,0,0,0.878,1,1
"1616","1904_1905",0,0,0,0.878,0.994,1
"1617","1905_806",0,0,0,0.994,1,1
"1618","1905_807",0,0,0,0.994,1,1
"1619","1788_1906",0,0,0,0.818,0.82,1
"1620","1906_1907",0,0,0,0.82,0.846,1
"1621","1907_1908",0,0,0,0.846,0.866,1
"1622","1908_1909",0,0,0,0.866,0.978,1
"1623","1909_808",0,0,0,0.978,1,1
"1624","1909_1910",0,0,0,0.978,0.996,1
"1625","1910_1911",0,0,0,0.996,1,1
"1626","1911_1912",0,0,0,1,1,0
"1627","1912_809",0,0,0,1,1,0
"1628","1912_810",0,0,0,1,1,0
"1629","1911_811",0,0,0,1,1,0
"1630","1910_1913",0,0,0,0.996,1,1
"1631","1913_812",0,0,0,1,1,0
"1632","1913_813",0,0,0,1,1,0
"1633","1908_1914",0,0,0,0.866,0.956,1
"1634","1914_1915",0,0,0,0.956,1,1
"1635","1915_814",0,0,0,1,1,0
"1636","1915_815",0,0,0,1,1,0
"1637","1914_816",0,0,0,0.956,1,1
"1638","1907_1916",0,0,0,0.846,0.844,0
"1639","1916_817",0,0,0,0.844,1,1
"1640","1916_818",0,0,0,0.844,1,1
"1641","1906_1917",0,0,0,0.82,0.808,0
"1642","1917_1918",0,0,0,0.808,0.78,0
"1643","1918_1919",0,0,0,0.78,0.982,1
"1644","1919_819",0,0,0,0.982,1,1
"1645","1919_1920",0,0,0,0.982,0.994,1
"1646","1920_820",0,0,0,0.994,1,1
"1647","1920_821",0,0,0,0.994,1,1
"1648","1918_1921",0,0,0,0.78,0.754,0
"1649","1921_1922",0,0,0,0.754,0.628,0
"1650","1922_822",0,1,1,0.628,1,1
"1651","1922_1923",0,0,0,0.628,0.502,0
"1652","1923_823",0,1,1,0.502,1,1
"1653","1923_824",0,0,0,0.502,1,1
"1654","1921_1924",0,0,0,0.754,0.788,1
"1655","1924_1925",0,0,0,0.788,0.922,1
"1656","1925_825",0,0,0,0.922,1,1
"1657","1925_826",0,0,0,0.922,1,1
"1658","1924_1926",0,0,0,0.788,0.982,1
"1659","1926_1927",0,0,0,0.982,1,1
"1660","1927_827",0,0,0,1,1,0
"1661","1927_828",0,0,0,1,1,0
"1662","1926_1928",0,0,0,0.982,0.986,1
"1663","1928_1929",0,0,0,0.986,0.984,0
"1664","1929_1930",0,0,0,0.984,1,1
"1665","1930_829",0,0,0,1,1,0
"1666","1930_830",0,0,0,1,1,0
"1667","1929_1931",0,0,0,0.984,0.976,0
"1668","1931_1932",0,0,0,0.976,0.786,0
"1669","1932_831",0,0,0,0.786,1,1
"1670","1932_1933",0,0,0,0.786,0.656,0
"1671","1933_832",0,1,1,0.656,1,1
"1672","1933_1934",0,0,0,0.656,0.64,0
"1673","1934_833",0,1,1,0.64,1,1
"1674","1934_1935",0,0,0,0.64,0.862,1
"1675","1935_834",0,0,0,0.862,1,1
"1676","1935_835",0,0,0,0.862,1,1
"1677","1931_1936",0,0,0,0.976,0.998,1
"1678","1936_1937",0,0,0,0.998,0.996,0
"1679","1937_1938",0,0,0,0.996,1,1
"1680","1938_836",0,0,0,1,1,0
"1681","1938_837",0,0,0,1,1,0
"1682","1937_1939",0,0,0,0.996,0.982,0
"1683","1939_838",0,0,0,0.982,1,1
"1684","1939_839",0,0,0,0.982,1,1
"1685","1936_1940",0,0,0,0.998,1,1
"1686","1940_840",0,0,0,1,1,0
"1687","1940_1941",0,0,0,1,1,0
"1688","1941_841",0,0,0,1,1,0
"1689","1941_1942",0,0,0,1,1,0
"1690","1942_842",0,0,0,1,1,0
"1691","1942_843",0,0,0,1,1,0
"1692","1928_1943",0,0,0,0.986,0.982,0
"1693","1943_1944",0,0,0,0.982,1,1
"1694","1944_844",0,0,0,1,1,0
"1695","1944_845",0,0,0,1,1,0
"1696","1943_846",0,0,0,0.982,1,1
"1697","1917_1945",0,0,0,0.808,0.878,1
"1698","1945_1946",0,0,0,0.878,0.924,1
"1699","1946_847",0,0,0,0.924,1,1
"1700","1946_848",0,0,0,0.924,1,1
"1701","1945_849",0,0,0,0.878,1,1
"1702","1787_1947",0,0,0,0.846,0.87,1
"1703","1947_1948",0,0,0,0.87,0.866,0
"1704","1948_1949",0,0,0,0.866,0.934,1
"1705","1949_850",0,0,0,0.934,1,1
"1706","1949_1950",0,0,0,0.934,0.98,1
"1707","1950_851",0,0,0,0.98,1,1
"1708","1950_852",0,1,1,0.98,1,1
"1709","1948_853",0,0,0,0.866,1,1
"1710","1947_1951",0,0,0,0.87,0.996,1
"1711","1951_1952",0,0,0,0.996,1,1
"1712","1952_854",0,0,0,1,1,0
"1713","1952_855",0,0,0,1,1,0
"1714","1951_1953",0,0,0,0.996,1,1
"1715","1953_856",0,0,0,1,1,0
"1716","1953_1954",0,0,0,1,1,0
"1717","1954_857",0,0,0,1,1,0
"1718","1954_858",0,0,0,1,1,0
"1719","1786_1955",0,0,0,0.858,0.842,0
"1720","1955_1956",0,0,0,0.842,0.838,0
"1721","1956_1957",0,0,0,0.838,0.984,1
"1722","1957_859",0,0,0,0.984,1,1
"1723","1957_1958",0,0,0,0.984,1,1
"1724","1958_860",0,0,0,1,1,0
"1725","1958_861",0,0,0,1,1,0
"1726","1956_1959",0,0,0,0.838,0.782,0
"1727","1959_862",0,1,1,0.782,1,1
"1728","1959_863",0,0,0,0.782,1,1
"1729","1955_1960",0,0,0,0.842,0.83,0
"1730","1960_864",0,1,1,0.83,1,1
"1731","1960_1961",0,0,0,0.83,0.836,1
"1732","1961_1962",0,0,0,0.836,0.84,1
"1733","1962_1963",0,0,0,0.84,0.776,0
"1734","1963_1964",0,0,0,0.776,0.588,0
"1735","1964_865",0,0,0,0.588,1,1
"1736","1964_866",0,1,1,0.588,1,1
"1737","1963_1965",0,0,0,0.776,0.96,1
"1738","1965_867",0,0,0,0.96,1,1
"1739","1965_1966",0,0,0,0.96,1,1
"1740","1966_868",0,0,0,1,1,0
"1741","1966_1967",0,0,0,1,1,0
"1742","1967_869",0,0,0,1,1,0
"1743","1967_1968",0,0,0,1,1,0
"1744","1968_870",0,0,0,1,1,0
"1745","1968_1969",0,0,0,1,0.942,0
"1746","1969_1970",0,0,0,0.942,0.92,0
"1747","1970_871",0,0,0,0.92,1,1
"1748","1970_872",0,1,1,0.92,1,1
"1749","1969_1971",0,0,0,0.942,0.912,0
"1750","1971_1972",0,0,0,0.912,0.866,0
"1751","1972_873",0,1,1,0.866,1,1
"1752","1972_874",0,0,0,0.866,1,1
"1753","1971_875",0,0,0,0.912,1,1
"1754","1962_1973",0,0,0,0.84,0.814,0
"1755","1973_876",0,0,0,0.814,1,1
"1756","1973_1974",0,0,0,0.814,0.762,0
"1757","1974_877",0,0,0,0.762,1,1
"1758","1974_1975",0,0,0,0.762,0.604,0
"1759","1975_878",0,1,1,0.604,1,1
"1760","1975_879",0,0,0,0.604,1,1
"1761","1961_1976",0,0,0,0.836,0.884,1
"1762","1976_880",0,0,0,0.884,1,1
"1763","1976_1977",0,0,0,0.884,0.916,1
"1764","1977_881",0,0,0,0.916,1,1
"1765","1977_882",0,0,0,0.916,1,1
"1766","1779_883",0,0,0,0.844,1,1
"1767","1778_1978",0,0,0,0.828,0.752,0
"1768","1978_1979",0,0,0,0.752,0.696,0
"1769","1979_1980",0,0,0,0.696,0.668,0
"1770","1980_1981",0,0,0,0.668,0.868,1
"1771","1981_884",0,0,0,0.868,1,1
"1772","1981_885",0,0,0,0.868,1,1
"1773","1980_886",0,1,1,0.668,1,1
"1774","1979_1982",0,1,1,0.696,1,1
"1775","1982_887",1,1,0,1,1,0
"1776","1982_1983",1,1,0,1,1,0
"1777","1983_888",1,1,0,1,1,0
"1778","1983_889",1,1,0,1,1,0
"1779","1978_1984",0,0,0,0.752,0.752,0
"1780","1984_1985",0,0,0,0.752,0.722,0
"1781","1985_1986",0,0,0,0.722,0.654,0
"1782","1986_1987",0,0,0,0.654,0.814,1
"1783","1987_890",0,0,0,0.814,1,1
"1784","1987_1988",0,0,0,0.814,0.868,1
"1785","1988_891",0,0,0,0.868,1,1
"1786","1988_892",0,0,0,0.868,1,1
"1787","1986_1989",0,1,1,0.654,0.958,1
"1788","1989_893",1,1,0,0.958,1,1
"1789","1989_1990",1,1,0,0.958,0.98,1
"1790","1990_894",1,1,0,0.98,1,1
"1791","1990_895",1,1,0,0.98,1,1
"1792","1985_1991",0,0,0,0.722,0.752,1
"1793","1991_1992",0,0,0,0.752,0.716,0
"1794","1992_1993",0,0,0,0.716,0.808,1
"1795","1993_896",0,0,0,0.808,1,1
"1796","1993_1994",0,0,0,0.808,0.834,1
"1797","1994_1995",0,0,0,0.834,0.912,1
"1798","1995_897",0,0,0,0.912,1,1
"1799","1995_898",0,0,0,0.912,1,1
"1800","1994_1996",0,0,0,0.834,0.74,0
"1801","1996_1997",0,0,0,0.74,0.66,0
"1802","1997_1998",0,0,0,0.66,0.654,0
"1803","1998_899",0,1,1,0.654,1,1
"1804","1998_1999",0,0,0,0.654,0.928,1
